Lower layer Super Output Areas Code,Lower layer Super Output Areas,Household deprivation (6 categories) Code,Household deprivation (6 categories),Observation
E01011348,Leeds 065C,1,Household is not deprived in any dimension,194
E01011348,Leeds 065C,2,Household is deprived in one dimension,281
E01011348,Leeds 065C,3,Household is deprived in two dimensions,153
E01011348,Leeds 065C,4,Household is deprived in three dimensions,44
E01011348,Leeds 065C,5,Household is deprived in four dimensions,6
E01011349,Leeds 065D,-8,Does not apply,0
E01011349,Leeds 065D,1,Household is not deprived in any dimension,226
E01011349,Leeds 065D,2,Household is deprived in one dimension,392
E01011349,Leeds 065D,3,Household is deprived in two dimensions,231
E01011349,Leeds 065D,4,Household is deprived in three dimensions,73
E01011349,Leeds 065D,5,Household is deprived in four dimensions,3
E01011350,Leeds 034A,-8,Does not apply,0
E01011350,Leeds 034A,1,Household is not deprived in any dimension,435
E01011350,Leeds 034A,2,Household is deprived in one dimension,187
E01011350,Leeds 034A,3,Household is deprived in two dimensions,48
E01011350,Leeds 034A,4,Household is deprived in three dimensions,8
E01011350,Leeds 034A,5,Household is deprived in four dimensions,0
E01011351,Leeds 034B,-8,Does not apply,0
E01011351,Leeds 034B,1,Household is not deprived in any dimension,573
E01011351,Leeds 034B,2,Household is deprived in one dimension,234
E01011351,Leeds 034B,3,Household is deprived in two dimensions,80
E01011351,Leeds 034B,4,Household is deprived in three dimensions,19
E01011351,Leeds 034B,5,Household is deprived in four dimensions,0
E01011352,Leeds 034C,-8,Does not apply,0
E01011352,Leeds 034C,1,Household is not deprived in any dimension,579
E01011352,Leeds 034C,2,Household is deprived in one dimension,257
E01011352,Leeds 034C,3,Household is deprived in two dimensions,113
E01011352,Leeds 034C,4,Household is deprived in three dimensions,14
E01011352,Leeds 034C,5,Household is deprived in four dimensions,1
E01011353,Leeds 034D,-8,Does not apply,0
E01011353,Leeds 034D,1,Household is not deprived in any dimension,572
E01011353,Leeds 034D,2,Household is deprived in one dimension,217
E01011353,Leeds 034D,3,Household is deprived in two dimensions,49
E01011353,Leeds 034D,4,Household is deprived in three dimensions,8
E01011353,Leeds 034D,5,Household is deprived in four dimensions,1
E01011354,Leeds 038A,-8,Does not apply,0
E01011354,Leeds 038A,1,Household is not deprived in any dimension,224
E01011354,Leeds 038A,2,Household is deprived in one dimension,236
E01011354,Leeds 038A,3,Household is deprived in two dimensions,131
E01011354,Leeds 038A,4,Household is deprived in three dimensions,59
E01011354,Leeds 038A,5,Household is deprived in four dimensions,4
E01011355,Leeds 038B,-8,Does not apply,0
E01011355,Leeds 038B,1,Household is not deprived in any dimension,275
E01011355,Leeds 038B,2,Household is deprived in one dimension,172
E01011355,Leeds 038B,3,Household is deprived in two dimensions,115
E01011355,Leeds 038B,4,Household is deprived in three dimensions,42
E01011355,Leeds 038B,5,Household is deprived in four dimensions,5
E01011356,Leeds 042A,-8,Does not apply,0
E01011356,Leeds 042A,1,Household is not deprived in any dimension,544
E01011356,Leeds 042A,2,Household is deprived in one dimension,250
E01011356,Leeds 042A,3,Household is deprived in two dimensions,111
E01011356,Leeds 042A,4,Household is deprived in three dimensions,29
E01011356,Leeds 042A,5,Household is deprived in four dimensions,4
E01011357,Leeds 038C,-8,Does not apply,0
E01011357,Leeds 038C,1,Household is not deprived in any dimension,299
E01011357,Leeds 038C,2,Household is deprived in one dimension,326
E01011357,Leeds 038C,3,Household is deprived in two dimensions,203
E01011357,Leeds 038C,4,Household is deprived in three dimensions,77
E01011357,Leeds 038C,5,Household is deprived in four dimensions,4
E01011358,Leeds 042B,-8,Does not apply,0
E01011358,Leeds 042B,1,Household is not deprived in any dimension,289
E01011358,Leeds 042B,2,Household is deprived in one dimension,262
E01011358,Leeds 042B,3,Household is deprived in two dimensions,116
E01011358,Leeds 042B,4,Household is deprived in three dimensions,47
E01011358,Leeds 042B,5,Household is deprived in four dimensions,3
E01011359,Leeds 042C,-8,Does not apply,0
E01011359,Leeds 042C,1,Household is not deprived in any dimension,353
E01011359,Leeds 042C,2,Household is deprived in one dimension,301
E01011359,Leeds 042C,3,Household is deprived in two dimensions,130
E01011359,Leeds 042C,4,Household is deprived in three dimensions,43
E01011359,Leeds 042C,5,Household is deprived in four dimensions,5
E01011360,Leeds 042D,-8,Does not apply,0
E01011360,Leeds 042D,1,Household is not deprived in any dimension,267
E01011360,Leeds 042D,2,Household is deprived in one dimension,278
E01011360,Leeds 042D,3,Household is deprived in two dimensions,172
E01011360,Leeds 042D,4,Household is deprived in three dimensions,34
E01011360,Leeds 042D,5,Household is deprived in four dimensions,2
E01011361,Leeds 042E,-8,Does not apply,0
E01011361,Leeds 042E,1,Household is not deprived in any dimension,397
E01011361,Leeds 042E,2,Household is deprived in one dimension,434
E01011361,Leeds 042E,3,Household is deprived in two dimensions,244
E01011361,Leeds 042E,4,Household is deprived in three dimensions,60
E01011361,Leeds 042E,5,Household is deprived in four dimensions,5
E01011362,Leeds 081A,-8,Does not apply,0
E01011362,Leeds 081A,1,Household is not deprived in any dimension,338
E01011362,Leeds 081A,2,Household is deprived in one dimension,332
E01011362,Leeds 081A,3,Household is deprived in two dimensions,248
E01011362,Leeds 081A,4,Household is deprived in three dimensions,106
E01011362,Leeds 081A,5,Household is deprived in four dimensions,7
E01011363,Leeds 071E,-8,Does not apply,0
E01011363,Leeds 071E,1,Household is not deprived in any dimension,292
E01011363,Leeds 071E,2,Household is deprived in one dimension,352
E01011363,Leeds 071E,3,Household is deprived in two dimensions,154
E01011363,Leeds 071E,4,Household is deprived in three dimensions,54
E01011363,Leeds 071E,5,Household is deprived in four dimensions,8
E01011364,Leeds 085A,-8,Does not apply,0
E01011364,Leeds 085A,1,Household is not deprived in any dimension,325
E01011364,Leeds 085A,2,Household is deprived in one dimension,310
E01011364,Leeds 085A,3,Household is deprived in two dimensions,155
E01011364,Leeds 085A,4,Household is deprived in three dimensions,78
E01011364,Leeds 085A,5,Household is deprived in four dimensions,8
E01011366,Leeds 082A,-8,Does not apply,0
E01011366,Leeds 082A,1,Household is not deprived in any dimension,257
E01011366,Leeds 082A,2,Household is deprived in one dimension,282
E01011366,Leeds 082A,3,Household is deprived in two dimensions,169
E01011366,Leeds 082A,4,Household is deprived in three dimensions,72
E01011366,Leeds 082A,5,Household is deprived in four dimensions,7
E01011368,Leeds 082C,-8,Does not apply,0
E01011368,Leeds 082C,1,Household is not deprived in any dimension,209
E01011368,Leeds 082C,2,Household is deprived in one dimension,271
E01011368,Leeds 082C,3,Household is deprived in two dimensions,168
E01011368,Leeds 082C,4,Household is deprived in three dimensions,61
E01011368,Leeds 082C,5,Household is deprived in four dimensions,11
E01011369,Leeds 090E,-8,Does not apply,0
E01011369,Leeds 090E,1,Household is not deprived in any dimension,308
E01011369,Leeds 090E,2,Household is deprived in one dimension,263
E01011369,Leeds 090E,3,Household is deprived in two dimensions,144
E01011369,Leeds 090E,4,Household is deprived in three dimensions,25
E01011369,Leeds 090E,5,Household is deprived in four dimensions,3
E01011370,Leeds 082D,-8,Does not apply,0
E01011370,Leeds 082D,1,Household is not deprived in any dimension,224
E01011370,Leeds 082D,2,Household is deprived in one dimension,254
E01011370,Leeds 082D,3,Household is deprived in two dimensions,143
E01011370,Leeds 082D,4,Household is deprived in three dimensions,58
E01011370,Leeds 082D,5,Household is deprived in four dimensions,8
E01011371,Leeds 085B,-8,Does not apply,0
E01011371,Leeds 085B,1,Household is not deprived in any dimension,199
E01011371,Leeds 085B,2,Household is deprived in one dimension,289
E01011371,Leeds 085B,3,Household is deprived in two dimensions,196
E01011371,Leeds 085B,4,Household is deprived in three dimensions,69
E01011371,Leeds 085B,5,Household is deprived in four dimensions,1
E01011372,Leeds 086C,-8,Does not apply,0
E01011372,Leeds 086C,1,Household is not deprived in any dimension,148
E01011372,Leeds 086C,2,Household is deprived in one dimension,235
E01011372,Leeds 086C,3,Household is deprived in two dimensions,125
E01011372,Leeds 086C,4,Household is deprived in three dimensions,67
E01011372,Leeds 086C,5,Household is deprived in four dimensions,6
E01011373,Leeds 085C,-8,Does not apply,0
E01011373,Leeds 085C,1,Household is not deprived in any dimension,183
E01011373,Leeds 085C,2,Household is deprived in one dimension,217
E01011373,Leeds 085C,3,Household is deprived in two dimensions,134
E01011373,Leeds 085C,4,Household is deprived in three dimensions,47
E01011373,Leeds 085C,5,Household is deprived in four dimensions,8
E01011374,Leeds 085D,-8,Does not apply,0
E01011374,Leeds 085D,1,Household is not deprived in any dimension,224
E01011374,Leeds 085D,2,Household is deprived in one dimension,205
E01011374,Leeds 085D,3,Household is deprived in two dimensions,113
E01011374,Leeds 085D,4,Household is deprived in three dimensions,49
E01011374,Leeds 085D,5,Household is deprived in four dimensions,3
E01011375,Leeds 086D,-8,Does not apply,0
E01011375,Leeds 086D,1,Household is not deprived in any dimension,173
E01011375,Leeds 086D,2,Household is deprived in one dimension,293
E01011375,Leeds 086D,3,Household is deprived in two dimensions,141
E01011375,Leeds 086D,4,Household is deprived in three dimensions,67
E01011375,Leeds 086D,5,Household is deprived in four dimensions,15
E01011376,Leeds 013A,-8,Does not apply,0
E01011376,Leeds 013A,1,Household is not deprived in any dimension,434
E01011376,Leeds 013A,2,Household is deprived in one dimension,194
E01011376,Leeds 013A,3,Household is deprived in two dimensions,44
E01011376,Leeds 013A,4,Household is deprived in three dimensions,6
E01011376,Leeds 013A,5,Household is deprived in four dimensions,0
E01011377,Leeds 013B,-8,Does not apply,0
E01011377,Leeds 013B,1,Household is not deprived in any dimension,332
E01011377,Leeds 013B,2,Household is deprived in one dimension,201
E01011377,Leeds 013B,3,Household is deprived in two dimensions,64
E01011377,Leeds 013B,4,Household is deprived in three dimensions,7
E01011377,Leeds 013B,5,Household is deprived in four dimensions,0
E01011378,Leeds 013C,-8,Does not apply,0
E01011378,Leeds 013C,1,Household is not deprived in any dimension,225
E01011378,Leeds 013C,2,Household is deprived in one dimension,241
E01011378,Leeds 013C,3,Household is deprived in two dimensions,163
E01011378,Leeds 013C,4,Household is deprived in three dimensions,67
E01011378,Leeds 013C,5,Household is deprived in four dimensions,2
E01011379,Leeds 017A,-8,Does not apply,0
E01011379,Leeds 017A,1,Household is not deprived in any dimension,275
E01011379,Leeds 017A,2,Household is deprived in one dimension,280
E01011379,Leeds 017A,3,Household is deprived in two dimensions,151
E01011379,Leeds 017A,4,Household is deprived in three dimensions,53
E01011379,Leeds 017A,5,Household is deprived in four dimensions,1
E01011380,Leeds 016A,-8,Does not apply,0
E01011380,Leeds 016A,1,Household is not deprived in any dimension,408
E01011380,Leeds 016A,2,Household is deprived in one dimension,210
E01011380,Leeds 016A,3,Household is deprived in two dimensions,47
E01011380,Leeds 016A,4,Household is deprived in three dimensions,9
E01011380,Leeds 016A,5,Household is deprived in four dimensions,1
E01011381,Leeds 016B,-8,Does not apply,0
E01011381,Leeds 016B,1,Household is not deprived in any dimension,358
E01011381,Leeds 016B,2,Household is deprived in one dimension,173
E01011381,Leeds 016B,3,Household is deprived in two dimensions,33
E01011381,Leeds 016B,4,Household is deprived in three dimensions,1
E01011381,Leeds 016B,5,Household is deprived in four dimensions,0
E01011382,Leeds 013D,-8,Does not apply,0
E01011382,Leeds 013D,1,Household is not deprived in any dimension,442
E01011382,Leeds 013D,2,Household is deprived in one dimension,229
E01011382,Leeds 013D,3,Household is deprived in two dimensions,71
E01011382,Leeds 013D,4,Household is deprived in three dimensions,3
E01011382,Leeds 013D,5,Household is deprived in four dimensions,1
E01011383,Leeds 019A,-8,Does not apply,0
E01011383,Leeds 019A,1,Household is not deprived in any dimension,390
E01011383,Leeds 019A,2,Household is deprived in one dimension,249
E01011383,Leeds 019A,3,Household is deprived in two dimensions,89
E01011383,Leeds 019A,4,Household is deprived in three dimensions,26
E01011383,Leeds 019A,5,Household is deprived in four dimensions,0
E01011384,Leeds 017B,-8,Does not apply,0
E01011384,Leeds 017B,1,Household is not deprived in any dimension,326
E01011384,Leeds 017B,2,Household is deprived in one dimension,227
E01011384,Leeds 017B,3,Household is deprived in two dimensions,82
E01011384,Leeds 017B,4,Household is deprived in three dimensions,28
E01011384,Leeds 017B,5,Household is deprived in four dimensions,2
E01011385,Leeds 016C,-8,Does not apply,0
E01011385,Leeds 016C,1,Household is not deprived in any dimension,312
E01011385,Leeds 016C,2,Household is deprived in one dimension,161
E01011385,Leeds 016C,3,Household is deprived in two dimensions,47
E01011385,Leeds 016C,4,Household is deprived in three dimensions,13
E01011385,Leeds 016C,5,Household is deprived in four dimensions,0
E01011386,Leeds 016D,-8,Does not apply,0
E01011386,Leeds 016D,1,Household is not deprived in any dimension,496
E01011386,Leeds 016D,2,Household is deprived in one dimension,197
E01011386,Leeds 016D,3,Household is deprived in two dimensions,49
E01011386,Leeds 016D,4,Household is deprived in three dimensions,5
E01011386,Leeds 016D,5,Household is deprived in four dimensions,0
E01011388,Leeds 019B,-8,Does not apply,0
E01011388,Leeds 019B,1,Household is not deprived in any dimension,397
E01011388,Leeds 019B,2,Household is deprived in one dimension,204
E01011388,Leeds 019B,3,Household is deprived in two dimensions,105
E01011388,Leeds 019B,4,Household is deprived in three dimensions,24
E01011388,Leeds 019B,5,Household is deprived in four dimensions,1
E01011390,Leeds 087A,-8,Does not apply,0
E01011390,Leeds 087A,1,Household is not deprived in any dimension,262
E01011390,Leeds 087A,2,Household is deprived in one dimension,201
E01011390,Leeds 087A,3,Household is deprived in two dimensions,102
E01011390,Leeds 087A,4,Household is deprived in three dimensions,35
E01011390,Leeds 087A,5,Household is deprived in four dimensions,0
E01011391,Leeds 087B,-8,Does not apply,0
E01011391,Leeds 087B,1,Household is not deprived in any dimension,279
E01011391,Leeds 087B,2,Household is deprived in one dimension,251
E01011391,Leeds 087B,3,Household is deprived in two dimensions,151
E01011391,Leeds 087B,4,Household is deprived in three dimensions,38
